 #***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.8940  32.8911   0.5200   3.0445  0.35970E+03  0.35915E+03  0.54498E+00  0.36048E+03  0.17174E-06  0.62055E+01  0.35427E+03  0.10000E+01
    5.0140   1.7940  19.7422   0.1750   1.0574  0.79911E+04  0.79848E+04  0.63082E+01  0.92734E+04  0.20089E+01  0.26307E+03  0.90083E+04  0.10000E+01
    5.0140   1.7940  20.3042   0.1850   1.1179  0.71005E+04  0.70953E+04  0.52253E+01  0.81839E+04  0.12137E+01  0.22415E+03  0.79585E+04  0.10000E+01
    5.0140   1.7940  20.8518   0.1950   1.1783  0.63321E+04  0.63278E+04  0.42902E+01  0.72507E+04  0.73899E+00  0.19198E+03  0.70580E+04  0.10000E+01
    5.0140   1.7940  21.3859   0.2050   1.2387  0.56655E+04  0.56620E+04  0.34870E+01  0.64467E+04  0.45307E+00  0.16523E+03  0.62810E+04  0.10000E+01
    5.0140   1.7940  21.9076   0.2150   1.2991  0.50841E+04  0.50813E+04  0.28009E+01  0.57501E+04  0.27938E+00  0.14283E+03  0.56070E+04  0.10000E+01
    5.0140   1.7940  22.4177   0.2250   1.3596  0.45744E+04  0.45722E+04  0.22180E+01  0.51434E+04  0.17314E+00  0.12395E+03  0.50192E+04  0.10000E+01
    5.0140   1.7940  22.9171   0.2350   1.4200  0.41253E+04  0.41235E+04  0.17259E+01  0.46120E+04  0.10774E+00  0.10796E+03  0.45039E+04  0.10000E+01
    5.0140   1.7940  23.4063   0.2450   1.4804  0.37278E+04  0.37264E+04  0.13133E+01  0.41447E+04  0.67281E-01  0.94354E+02  0.40503E+04  0.10000E+01
    5.0140   1.7940  23.8861   0.2550   1.5408  0.33744E+04  0.33734E+04  0.97011E+00  0.37319E+04  0.42133E-01  0.82717E+02  0.36491E+04  0.10000E+01
    5.0140   1.7940  24.3570   0.2650   1.6012  0.30592E+04  0.30585E+04  0.68722E+00  0.33659E+04  0.26444E-01  0.72727E+02  0.32931E+04  0.10000E+01
    5.0140   1.7940  24.8195   0.2750   1.6617  0.27770E+04  0.27766E+04  0.45664E+00  0.30402E+04  0.16627E-01  0.64119E+02  0.29761E+04  0.10000E+01
    5.0140   1.7940  25.4985   0.2900   1.7523  0.24068E+04  0.24066E+04  0.19352E+00  0.26161E+04  0.83096E-02  0.53334E+02  0.25628E+04  0.10000E+01
    5.0140   1.7940  26.5942   0.3150   1.9034  0.19044E+04  0.19045E+04 -0.42371E-01  0.20472E+04  0.26231E-02  0.39765E+02  0.20075E+04  0.10000E+01
    5.0140   1.7940  27.8562   0.3450   2.0847  0.14450E+04  0.14451E+04 -0.11286E+00  0.15348E+04  0.65665E-03  0.28510E+02  0.15063E+04  0.10000E+01
    5.0140   1.7940  29.0676   0.3750   2.2659  0.11000E+04  0.11001E+04 -0.10599E+00  0.11558E+04  0.16305E-03  0.20743E+02  0.11351E+04  0.10000E+01
    5.0140   1.7940  30.4251   0.4100   2.4774  0.80251E+03  0.80255E+03 -0.45613E-01  0.83369E+03  0.31533E-04  0.14545E+02  0.81915E+03  0.10000E+01
