# ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.8440  23.7382   0.2630   1.5645  0.33992E+04  0.33983E+04  0.82208E+00  0.37299E+04  0.30181E-01  0.78176E+02  0.36517E+04  0.10000E+01
    5.0140   1.8440  24.6600   0.2835   1.6864  0.27901E+04  0.27898E+04  0.32469E+00  0.30311E+04  0.11693E-01  0.60475E+02  0.29706E+04  0.10000E+01
    5.0140   1.8440  25.5505   0.3040   1.8084  0.22999E+04  0.22999E+04  0.16683E-01  0.24755E+04  0.45492E-02  0.47288E+02  0.24282E+04  0.10000E+01
    5.0140   1.8440  26.4130   0.3245   1.9303  0.19018E+04  0.19019E+04 -0.91169E-01  0.20294E+04  0.17717E-02  0.37447E+02  0.19920E+04  0.10000E+01
    5.0140   1.8440  27.2502   0.3450   2.0523  0.15758E+04  0.15759E+04 -0.13285E+00  0.16682E+04  0.68886E-03  0.29896E+02  0.16383E+04  0.10000E+01
    5.0140   1.8440  28.0642   0.3655   2.1742  0.13077E+04  0.13079E+04 -0.13319E+00  0.13741E+04  0.26685E-03  0.24035E+02  0.13501E+04  0.10000E+01
    5.0140   1.8440  28.8571   0.3860   2.2962  0.10865E+04  0.10866E+04 -0.10573E+00  0.11338E+04  0.10279E-03  0.19446E+02  0.11144E+04  0.10000E+01
    5.0140   1.8440  29.6305   0.4065   2.4181  0.90367E+03  0.90373E+03 -0.60441E-01  0.93687E+03  0.39311E-04  0.15820E+02  0.92105E+03  0.10000E+01
    5.0140   1.8440  30.3860   0.4270   2.5401  0.75220E+03  0.75220E+03 -0.46246E-02  0.77502E+03  0.14906E-04  0.12905E+02  0.76212E+03  0.10000E+01
    5.0140   1.8440  31.1249   0.4475   2.6620  0.62663E+03  0.62654E+03  0.97232E-01  0.64183E+03  0.55971E-05  0.10659E+02  0.63117E+03  0.10000E+01
    5.0140   1.8440  31.8484   0.4680   2.7840  0.52219E+03  0.52198E+03  0.20601E+00  0.53188E+03  0.20791E-05  0.88811E+01  0.52299E+03  0.10000E+01
